sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Gasoline";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Phenolic Resins, Asbestos-Reinforced";"";"gasoline";"petroleum product";"fuels";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Polychloroprene";"";"gasoline";"petroleum product";"fuels";"3";"not recommended";"100";"70 – 85";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Polychloroprene";"";"gasoline";"petroleum product";"fuels";"3";"not recommended";"100";"85 – 150";"[";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyesters, Glass Fiber-Reinforced";"";"gasoline";"petroleum product";"fuels";"1";"recommended; recommended to 38°C (100°F) for high octane gasoline";">10";"50 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyethylene (PE)";"";"gasoline";"petroleum product";"fuels";"2";"questionable; swollen; weight gain; strong plasticizer - 8%";"100";"60 – 70";"<1";"";"1, 8";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Polyethylene (PE)";"";"gasoline";"petroleum product";"fuels";"3";"not recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Polymethyl Methacrylate (PMMA)";"";"gasoline";"petroleum product";"fuels";"1";"recommended";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"gasoline";"petroleum product";"fuels";"1";"recommended";"100";"0 – 175";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"gasoline";"petroleum product";"fuels";"1";"recommended";"100";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Polypropylene (PP)";"";"gasoline";"petroleum product";"fuels";"2";"questionable; weight gain; strength loss";"100";"60 – 70";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Polypropylene (PP)";"";"gasoline";"petroleum product";"fuels";"2";"questionable";"100";"70 – 150";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Polypropylene (PP)";"";"gasoline";"petroleum product";"fuels";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Polyvinyl Chloride (PVC)";"";"gasoline";"petroleum product";"fuels";"2";"questionable";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyvinyl Chloride (PVC)";"";"gasoline";"petroleum product";"fuels";"3";"not recommended";"100";"80 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Polyvinyl Chloride (PVC)";"";"gasoline";"petroleum product";"fuels";"1";"recommended; weight loss ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"gasoline";"leaded or unleaded; petroleum product";"fuels";"1";"recommended";"100";"150";"";"";"6";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Polyvinylidene Fluoride (PVDF)";"Kynar";"gasoline";"leaded, unleaded";"fuels";"1";"recommended";"100";"70 – 285";">12";"with or without hydrogen sulfide";"1, 17";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Rubber, Butyl (BR)";"";"gasoline";"petroleum product";"fuels";"3";"not recommended";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Rubber, Natural (NR)";"";"gasoline";"petroleum product";"fuels";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Styrene Acrylonitrile Copolymer (SAN)";"";"gasoline";"petroleum product";"fuels";"1";"recommended";"100";"70 – 125";"";"aviation grade 5.5~10°C (42~50°F) only";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Vinyl Ester Resins";"";"gasoline";"petroleum product";"fuels";"1";"recommended";">10";"50 – 180";"";"";"7";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
