sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Barium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cr Stainless Steel (17Cr)";"barium chloride";"10361-37-2";"BaCl2";"salts";"pitting";"5 – 15";"25 – 75";"<20";"17,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cr Stainless Steel (17Cr)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"175 – 225";">50";"17,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Gold/ Platinum";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Lead";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"25 – 225";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Lead";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 75";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"225 – 500";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"225 – 500";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"225 – 500";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"225 – 500";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"225 – 500";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel (200)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"25 – 225";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Nickel Cast Iron (15-35Ni)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"25 – 75";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Nickel-Copper (400)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Ni-Cr-Fe Alloy (600/ 690)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Ni-Mo Alloy (Ni-30Mo; B-2)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"225 – 500";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Ni-Mo Alloy (Ni-30Mo; B-2)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Silicon Cast Iron (14Si)";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"52 – 237";"<20";"17,210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Silver";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Silver";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 175";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Silver";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"15 – 25";"175 – 225";">50";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Steels, Carbon/ Low Alloy";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 15";"175 – 225";">50";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Steels, Carbon/ Low Alloy";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 75";"<20";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Superferritic Stainless Steel (26-1)";"barium chloride";"10361-37-2";"BaCl2";"salts";"pitting";"5 – 15";"25 – 75";"<2";"17,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Tantalum";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Titanium, Unalloyed";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 125";"<2";"17,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Titanium, Unalloyed";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"175 – 225";"<20";"17,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Zirconium";"barium chloride";"10361-37-2";"BaCl2";"salts";"";"5 – 25";"25 – 225";"<2";"17,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
