sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Cadmium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (17Cr)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (17Cr)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"25 – 35";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Gold/ Platinum";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 25";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 175";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 35";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 175";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 35";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 175";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 35";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 175";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 35";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 175";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 35";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel (200)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel Cast Iron (15-35Ni)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel Cast Iron (15-35Ni)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"25 – 35";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel-Copper (400)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Ni-Mo Alloy (Ni-30Mo; B-2)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 175";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Ni-Mo Alloy (Ni-30Mo; B-2)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 35";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silicon Cast Iron (14Si)";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 35";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Steels, Carbon/ Low Alloy";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Steels, Carbon/ Low Alloy";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"25 – 35";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Tantalum";"cadmium chloride";"cadmium dichloride";"10108-64-2";"CdCl2";"salts";"";"5 – 25";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
