sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Cyclohexanone";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Nylon";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Perfluoroalkoxy Resins";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"1";"recommended; steady state reached in one week exposure";"100";"32 – 285";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"13";"Perfluoroalkoxy Resins";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"1";"recommended; weight gain, strength loss";"100";"285 – 313";"";"boiling point 156°C (313°F)";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"14";"Polychloroprene";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Polyethylene (PE)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"3";"not recommended";"100";"70 – 150";"";"low plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"16";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"17";"Polypropylene (PP)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"2";"questionable";"100";"60 – 70";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Polypropylene (PP)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"2";"questionable";"100";"70 – 150";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Polypropylene (PP)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Polyvinyl Chloride (PVC)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polyvinylidene Fluoride (PVDF)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"1";"recommended";"100";"60 – 70";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"22";"Polyvinylidene Fluoride (PVDF)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"2";"questionable";"100";"70 – 150";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyvinylidene Fluoride (PVDF)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"3";"not recommended";"100";"150 – 212";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"24";"Rubber, Butyl (BR)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Rubber, Natural (NR)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Styrene Acrylonitrile Copolymer (SAN)";"";"cyclohexanone";"pimelic ketone";"108-94-1";"C6H10O";"ketones";"3";"not recommended; may dissolve";"any";"0 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
