sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Mercuric chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"18";"Polyethylene (PE)";"";"mercuric chloride";"mercury chloride";"saturated";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"19";"Polymethyl Methacrylate (PMMA)";"";"mercuric chloride";"mercury chloride";"";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Polypropylene (PP)";"";"mercuric chloride";"mercury chloride";"";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"40";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Polypropylene (PP)";"";"mercuric chloride";"mercury chloride";"";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Polyvinyl Chloride (PVC)";"";"mercuric chloride";"mercury chloride";"";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Polyvinylidene Fluoride (PVDF)";"";"mercuric chloride";"mercury chloride";"";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"100";"70 – 250";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"24";"Polyvinylidene Fluoride (PVDF)";"";"mercuric chloride";"mercury chloride";"";"7487-94-7";"Cl2Hg";"salts";"3";"not recommended";"100";"250 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"25";"Styrene Acrylonitrile Copolymer (SAN)";"";"mercuric chloride";"mercury chloride";"";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"1 – 7";"70 – 125";"";"saturated";"1";"";"";"";"";"";"";"";"";"";""
"26";"Styrene Acrylonitrile Copolymer (SAN)";"";"mercuric chloride";"mercury chloride";"saturated";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"50";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Styrene Acrylonitrile Copolymer (SAN)";"";"mercuric chloride";"mercury chloride";"crystal, powders, solids";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Vinyl Ester Resins";"";"mercuric chloride";"mercury chloride";"";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";">10";"80 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";""
"29";"Wood";"";"mercuric chloride";"mercury chloride";"";"7487-94-7";"Cl2Hg";"salts";"1";"recommended";"10";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
