sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium chloride";"7447-40-7";"ClK";"salts";"pitting; stress corrosion cracking";"5 – 35";"25 – 225";"<2";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Brass (>15Zn)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"25 – 125";"<20";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cast Iron, Gray/ Ductile";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"25 – 75";"<20";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cast Iron, Gray/ Ductile";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 125";"20 – 50";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Copper/ Bronze/ Low Brass";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"225 – 275";">50";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Copper/ Bronze/ Low Brass";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 25";"25 – 225";"<2";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper/ Bronze/ Low Brass";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 35";"175 – 225";"<2";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Copper-Nickel";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 35";"25 – 225";"<20";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cr Stainless Steel (12Cr)";"potassium chloride";"7447-40-7";"ClK";"salts";"pitting";"5 – 15";"25 – 75";"<20";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cr Stainless Steel (12Cr)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"175 – 225";">50";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cr Stainless Steel (12Cr)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"15 – 25";"25 – 75";">50";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Cr Stainless Steel (17Cr)";"potassium chloride";"7447-40-7";"ClK";"salts";"pitting";"5 – 15";"25 – 75";"<20";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Cr Stainless Steel (17Cr)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"175 – 225";">50";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Cr Stainless Steel (17Cr)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"15 – 25";"25 – 75";">50";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Lead";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"25 – 175";"<20";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Lead";"potassium chloride";"7447-40-7";"ClK";"salts";"";"15 – 25";"125 – 175";">50";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"25 – 225";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 175";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"25 – 225";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 175";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"25 – 225";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 175";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"25 – 225";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 175";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"25 – 225";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 175";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Nickel (200)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 25";"25 – 225";"<20";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Nickel (200)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 35";"175 – 225";"<20";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Nickel (200)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 175";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Nickel Cast Iron (15-35Ni)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 25";"25 – 175";"<20";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Nickel Cast Iron (15-35Ni)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 175";"<2";"78,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Nickel-Copper (400)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 25";"25 – 225";"<20";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Nickel-Copper (400)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 35";"175 – 225";"<20";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Nickel-Copper (400)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 175";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Ni-Cr-Fe Alloy (600/ 690)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 25";"25 – 225";"<20";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Ni-Cr-Fe Alloy (600/ 690)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 35";"175 – 225";"<20";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Ni-Cr-Fe Alloy (600/ 690)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"25 – 35";"25 – 175";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Ni-Mo Alloy (Ni-30Mo; B-2)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"25 – 75";"<2";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Ni-Mo Alloy (Ni-30Mo; B-2)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"5 – 15";"75 – 225";"<20";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Ni-Mo Alloy (Ni-30Mo; B-2)";"potassium chloride";"7447-40-7";"ClK";"salts";"";"15 – 25";"125 – 225";"<20";"78,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
