sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium chlorate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"75 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel (200)";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel Cast Iron (15-35Ni)";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Nickel-Copper (400)";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Ni-Cr-Fe Alloy (600/ 690)";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 225";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silicon Cast Iron (14Si)";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"52 – 237";"<20";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Silver";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Steels, Carbon/ Low Alloy";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 125";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Steels, Carbon/ Low Alloy";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"125 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Superferritic Stainless Steel (26-1)";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Tantalum";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Titanium, Unalloyed";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 225";"<2";"190,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Zirconium";"potassium chlorate";"potcrate";"3811-04-09";"ClKO3";"salts";"";"5 – 10";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
