sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hydrofluoric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"76";"Polyvinylidene Chloride (PVDC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"50";"150";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"77";"Polyvinylidene Chloride (PVDC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"60";"125";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"78";"Polyvinylidene Chloride (PVDC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"100";"50";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"79";"Polyvinylidene Fluoride (PVDF)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"30";"70 – 250";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"80";"Polyvinylidene Fluoride (PVDF)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"70";"70 – 212";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"81";"Polyvinylidene Fluoride (PVDF)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"100";"70 – 212";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"82";"Rubber, Butyl (BR)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"10 – 40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"83";"Rubber, Butyl (BR)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"40";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"84";"Rubber, Butyl (BR)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"60 – 70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"85";"Rubber, Natural (NR)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"10 – 30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"86";"Rubber, Natural (NR)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"87";"Rubber, Natural (NR)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"60 – 70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"88";"Rubber, Natural (NR)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; swollen ";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
