sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium sulfite";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cast Iron, Gray/ Ductile";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 15";"25 – 225";">50";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cast Iron, Gray/ Ductile";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"15 – 25";"125 – 225";">50";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper/ Bronze/ Low Brass";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Copper/ Bronze/ Low Brass";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"100";"25 – 75";"20 – 50";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Copper-Nickel";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 25";"25 – 225";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cr Stainless Steel (12Cr)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"pitting";"5 – 15";"25 – 75";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cr Stainless Steel (12Cr)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"15 – 25";"75 – 125";">50";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Cr Stainless Steel (12Cr)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"25";"175 – 225";">50";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Cr Stainless Steel (17Cr)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"pitting";"5 – 15";"25 – 225";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Cr Stainless Steel (17Cr)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"25";"75 – 125";">50";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Duplex Stainless Steel (25-6-3)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"1 – 40";"68 – 230";"<2";"96,151,198,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Gold/ Platinum";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Lead";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Nickel (200)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 15";"25 – 225";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel (200)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"15 – 25";"175 – 225";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Nickel Cast Iron (15-35Ni)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 15";"25 – 225";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Nickel Cast Iron (15-35Ni)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"15 – 25";"175 – 225";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Nickel-Copper (400)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 25";"25 – 225";"<20";"96,151,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Nickel-Copper (400)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"100";"25 – 75";"<20";"96,151,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Ni-Cr-Fe Alloy (600/ 690)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 15";"25 – 225";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Ni-Cr-Fe Alloy (600/ 690)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"15 – 25";"175 – 225";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Ni-Cr-Fe Alloy (600/ 690)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"100";"25 – 75";"<20";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Silicon Cast Iron (14Si)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 15";"52 – 100";">50";"96,151,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Silicon Cast Iron (14Si)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 15";"100 – 237";"<20";"96,151,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Silicon Cast Iron (14Si)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"15 – 25";"187 – 237";"<20";"96,151,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Silicon Cast Iron (14Si)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"100";"52 – 102";">50";"96,151,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Steels, Carbon/ Low Alloy";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 25";"25 – 175";"20 – 50";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Steels, Carbon/ Low Alloy";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 25";"175 – 225";">50";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Superferritic Stainless Steel (26-1)";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Tantalum";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"5 – 25";"25 – 225";"<2";"96,151,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Titanium, Unalloyed";"sodium sulfite";"7757-83-7";"Na2O3S";"salts";"";"1 – 40";"68 – 230";"<2";"96,151,198,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
