sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Copper acetate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel (200)";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel Cast Iron (15-35Ni)";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel-Copper (400)";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Ni-Cr-Fe Alloy (600/ 690)";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Ni-Mo Alloy (Ni-30Mo; B-2)";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Silicon Cast Iron (14Si)";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"52 – 237";"<20";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Silver";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Steels, Carbon/ Low Alloy";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 75";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Tantalum";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Titanium, Unalloyed";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"<10";"0 – 212";"<2";"171";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Zirconium";"copper acetate";"cuprous acetate";"598-54-9";"C2H3CuO2";"salts";"5 – 10";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
