sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sulfuric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"186";"Rubber, Butyl (BR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"50";"70 – 110";"";"";"1";"";"";"";"";"";"";"";"";"";""
"187";"Rubber, Butyl (BR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; weight gain, ";"50";"110 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"188";"Rubber, Butyl (BR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"189";"Rubber, Butyl (BR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"190";"Rubber, Butyl (BR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";">80";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"191";"Rubber, Butyl (BR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; disintegrated";"96";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"192";"Rubber, Natural (NR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"10 – 30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"193";"Rubber, Natural (NR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"2";"questionable";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"194";"Rubber, Natural (NR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";"70";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"195";"Rubber, Natural (NR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; weight gain, ";"70";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"196";"Rubber, Natural (NR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended";">70";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"197";"Rubber, Natural (NR)";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"3";"not recommended; disintegrated";"100";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"198";"Vinyl Ester Resins";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"25";"210";"";"";"7";"";"";"";"";"";"";"";"";"";""
"199";"Vinyl Ester Resins";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"70";"180";"";"";"7";"";"";"";"";"";"";"";"";"";""
"200";"Vinyl Ester Resins";"";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"1";"recommended";"75";"100";"";"";"7";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
