sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Copper nitrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel (200)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel Cast Iron (15-35Ni)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel-Copper (400)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Ni-Cr-Fe Alloy (600/ 690)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Ni-Mo Alloy (Ni-30Mo; B-2)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 15";"25 – 75";">50";"42,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Niobium (Columbium)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"<50";"0 – 239";"<2";"42,216,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Silicon Cast Iron (14Si)";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"52 – 237";"<2";"42,216,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Silver";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"15 – 25";"25 – 75";"<2";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silver";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"35 – 45";"25 – 75";"<20";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Steels, Carbon/ Low Alloy";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 50";"25 – 75";">50";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Tantalum";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"5 – 15";"25 – 125";"<2";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Tantalum";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"45 – 50";"25 – 75";"<2";"42,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Titanium, Unalloyed";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"<50";"0 – 230";"<2";"42,172,216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Zirconium";"copper nitrate";"cupric nitrate";"3251-23-8";"CuN2O6";"salts";"<50";"0 – 239";"<2";"42,216,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
