sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ammonium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Copper/ Bronze/ Low Brass";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"15 – 25";"25 – 175";">50";"10,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Copper/ Bronze/ Low Brass";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"45 – 50";"75 – 125";">50";"10,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Cr Stainless Steel (12Cr)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"pitting; stress corrosion cracking";"5 – 15";"25 – 75";"20 – 50";"10,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Cr Stainless Steel (12Cr)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"5 – 25";"75 – 125";">50";"10,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Cr Stainless Steel (12Cr)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"45 – 50";"75 – 125";">50";"10,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Cr Stainless Steel (17Cr)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"pitting";"5 – 15";"25 – 75";"20 – 50";"10,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Cr Stainless Steel (17Cr)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"5 – 25";"75 – 125";">50";"10,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Cr Stainless Steel (17Cr)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"45 – 50";"75 – 125";">50";"10,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Duplex Stainless Steel (25-6-3)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"1 – 5";"0 – 212";"<2";"10,160,210";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Duplex Stainless Steel (25-6-3)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"10 – 20";"0 – 230";"<2";"10,160,210";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Duplex Stainless Steel (25-6-3)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"50";"0 – 239";"20 – 50";"10,160,210";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Gold/ Platinum";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"5 – 35";"25 – 225";"<2";"10,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Gold/ Platinum";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"45 – 50";"25 – 225";"<2";"10,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Lead";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"5 – 15";"25 – 75";"<20";"10,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"5 – 45";"25 – 225";"<2";"10,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"45 – 50";"25 – 75";"<2";"10,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"45 – 50";"75 – 225";">50";"10,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"5 – 45";"25 – 225";"<2";"10,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"45 – 50";"25 – 75";"<2";"10,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ammonium chloride";"sal ammoniac";"12125-02-9";"ClH4N";"salts";"";"45 – 50";"75 – 225";">50";"10,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
