sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium hypochlorite";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cr Stainless Steel (12Cr)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"100";"25 – 75";">50";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cr Stainless Steel (17Cr)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 75";">50";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cr Stainless Steel (17Cr)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"100";"25 – 75";">50";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Gold/ Platinum";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 95";"25 – 225";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 75";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"75 – 125";"<20";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 75";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"75 – 125";"<20";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 75";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"75 – 125";"<20";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 75";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"75 – 125";"<20";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 75";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"75 – 125";"<20";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Nickel (200)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 125";"20 – 50";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel Cast Iron (15-35Ni)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 95";"25 – 75";">50";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Nickel Cast Iron (15-35Ni)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"100";"25 – 75";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Nickel-Copper (400)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 125";"20 – 50";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Ni-Cr-Fe Alloy (600/ 690)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 125";"20 – 50";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Ni-Mo Alloy (Ni-30Mo; B-2)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 25";"25 – 75";">50";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Niobium (Columbium)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"40";"77";">50";"88,147,211,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Silicon Cast Iron (14Si)";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";">5";"52 – 237";"20 – 50";"88,147,211,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Silver";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"175 – 225";"<20";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Silver";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";">5";"25 – 75";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Silver";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"100";"75 – 125";"<20";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Steels, Carbon/ Low Alloy";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 95";"25 – 75";">50";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Steels, Carbon/ Low Alloy";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"100";"25 – 75";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Tantalum";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";">5";"25 – 225";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Titanium, Unalloyed";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 225";"<2";"88,147,197,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Titanium, Unalloyed";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"100";"25 – 75";"<2";"88,147,197,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Zirconium";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 15";"25 – 225";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Zirconium";"sodium hypochlorite";"7681-52-9";"ClNaO";"salts";"";"5 – 25";"25 – 75";"<2";"88,147,211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
