sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Copper nitrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"19";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"copper nitrate";"cupric nitrate";"";"3251-23-8";"CuN2O6";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"20";"Polypropylene (PP)";"";"copper nitrate";"cupric nitrate";"saturated";"3251-23-8";"CuN2O6";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Polyvinyl Chloride (PVC)";"";"copper nitrate";"cupric nitrate";"";"3251-23-8";"CuN2O6";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Polyvinylidene Fluoride (PVDF)";"";"copper nitrate";"cupric nitrate";"";"3251-23-8";"CuN2O6";"salts";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";""
"23";"Rubber, Butyl (BR)";"";"copper nitrate";"cupric nitrate";"";"3251-23-8";"CuN2O6";"salts";"3";"not recommended";"30";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Rubber, Natural (NR)";"";"copper nitrate";"cupric nitrate";"";"3251-23-8";"CuN2O6";"salts";"1";"recommended";"30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Rubber, Natural (NR)";"";"copper nitrate";"cupric nitrate";"";"3251-23-8";"CuN2O6";"salts";"3";"not recommended";"30";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Vinyl Ester Resins";"";"copper nitrate";"cupric nitrate";"";"3251-23-8";"CuN2O6";"salts";"1";"recommended";">10";"70 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
