sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethyl acrylate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (17Cr)";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel (200)";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Nickel Cast Iron (15-35Ni)";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Nickel-Copper (400)";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Cr-Fe Alloy (600/ 690)";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Silicon Cast Iron (14Si)";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"52 – 237";"<2";"123,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Silver";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Steels, Carbon/ Low Alloy";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Superferritic Stainless Steel (26-1)";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Tantalum";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Titanium, Unalloyed";"ethyl acrylate";"ethyl propenoate";"140-88-5";"C5H8O2";"esters";"100";"25 – 225";"<2";"123,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
