sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Tetrahydrofuran";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Perfluoroalkoxy Resins";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"1";"recommended; steady state reached in one week exposure";"100";"32 – 125";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Perfluoroalkoxy Resins";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"1";"recommended; weight gain, strength loss";"100";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Polychloroprene";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Polychloroprene";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"3";"not recommended; weight gain, ";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Polychloroprene";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"3";"not recommended";"100";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Polyethylene (PE)";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"3";"not recommended; may stress crack; weight gain";"100";"70 – 135";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"17";"Polyethylene (PE)";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"3";"not recommended; disintegrated, ";"100";"135 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"18";"Polymethyl Methacrylate (PMMA)";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"3";"not recommended; may dissolve";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"1";"recommended";"100";"0 – 145";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"20";"Polypropylene (PP)";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"2";"questionable; weight gain";"100";"60 – 212";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polyvinyl Chloride (PVC)";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"3";"not recommended; disintegrated";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polyvinylidene Fluoride (PVDF)";"Kynar";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"3";"not recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"23";"Rubber, Butyl (BR)";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"3";"not recommended; weight gain";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Rubber, Natural (NR)";"";"tetrahydrofuran";"tetramethylene oxide";"109-99-9";"C4H8O";"ethers";"3";"not recommended; weight gain";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
