sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Fluosilicic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"20";"175";"";"";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"25";"175";"";"";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"30";"75";"";"";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"32";"125";"";"";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"fluosilicic acid";"inorganic acids";"1";"recommended";"10";"70";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Chlorinated Polyvinyl Chloride (CPVC)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"20";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Chlorosulfonated Polyethylene";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"10 – 20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Chlorosulfonated Polyethylene";"";"fluosilicic acid";"inorganic acids";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Concrete";"";"fluosilicic acid";"inorganic acids";"3";"not recommended";">10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Epoxy Cements";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"31";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Epoxy Cements";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"31";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"fluosilicic acid";"inorganic acids";"1";"recommended; over 3 years";"10";"75 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Epoxy Resin, Glass Fiber- Reinforced";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"25";"100";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Epoxy Resin, Glass Fiber- Reinforced";"";"fluosilicic acid";"inorganic acids";"3";"not recommended";"100";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"fluosilicic acid";"inorganic acids";"1";"recommended";"30 – 50";"250 – 300";">12";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"30";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Fluororubber";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"10 – 30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"10 – 30";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"100";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Glass, Chemical";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"<13";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Glass, Chemical";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"10 – 90";"60 – 70";"";"no hydrofluoric acid";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Glass, Chemical";"";"fluosilicic acid";"inorganic acids";"3";"not recommended";"10 – 90";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nylon";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Polychloroprene";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"<32";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Polychloroprene";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"10 – 30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Polyesters, Glass Fiber-Reinforced";"";"fluosilicic acid";"inorganic acids";"1";"recommended; Dynel or Orlon veil ";"10";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Polyesters, Glass Fiber-Reinforced";"";"fluosilicic acid";"inorganic acids";"1";"recommended; Dynel or Orlon veil ";"30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Polyesters, Glass Fiber-Reinforced";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"40";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Polyethylene (PE)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Polyethylene (PE)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Polyethylene (PE)";"";"fluosilicic acid";"inorganic acids";"2";"questionable";"90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Polyethylene (PE)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Polymethyl Methacrylate (PMMA)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Polypropylene (PP)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"100";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Polyvinyl Chloride (PVC)";"";"fluosilicic acid";"inorganic acids";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Polyvinylidene Fluoride (PVDF)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Rubber, Butyl (BR)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"10 – 20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Rubber, Natural (NR)";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"10 – 30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Vinyl Ester Resins";"";"fluosilicic acid";"inorganic acids";"1";"recommended";"10";"60 – 180";"";"synthetic veil";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
