sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ammonium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"severe corrosion with oxygen ingress";"stress corrosion cracking";"28 – 45";"25 – 75";">50";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Copper-Nickel";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"severe corrosion with oxygen ingress";"stress corrosion cracking";"28 – 45";"25 – 75";">50";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (12Cr)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cr Stainless Steel (12Cr)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 45";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cr Stainless Steel (17Cr)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cr Stainless Steel (17Cr)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 45";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Duplex Stainless Steel (25-6-3)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";">28";"0 – 212";"<2";"12,120,161,217";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Gold/ Platinum";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 225";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Lead";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"35 – 75";"25 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"35 – 75";"25 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"35 – 75";"25 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"35 – 75";"25 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"35 – 75";"25 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Nickel (200)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"severe corrosion with oxygen ingress";"";"28 – 35";"25 – 75";">50";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Nickel Cast Iron (15-35Ni)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Nickel Cast Iron (15-35Ni)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 45";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Nickel-Copper (400)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"severe corrosion with oxygen ingress";"";"28 – 35";"25 – 75";">50";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Ni-Cr-Fe Alloy (600/ 690)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 75";"25 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Silicon Cast Iron (14Si)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"52 – 237";"<20";"12,120,217,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Silver";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 75";">50";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Steels, Carbon/ Low Alloy";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Steels, Carbon/ Low Alloy";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 45";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Superferritic Stainless Steel (26-1)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"75 – 225";"<20";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Superferritic Stainless Steel (26-1)";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 45";"25 – 75";"<2";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Tantalum";"ammonium hydroxide";"ammonia solution";"1336-21-6";"H5NO";"bases";"";"";"28 – 35";"25 – 75";">50";"12,120,217,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
