sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Diethanolamine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"severe corrosion with oxygen ingress";"";"100";"25 – 125";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (12Cr)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (17Cr)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Gold/ Platinum";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Lead";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel (200)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"severe corrosion with oxygen ingress";"pitting";"100";"25 – 125";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel (200)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"severe corrosion with oxygen ingress";"";"100";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel-Copper (400)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"severe corrosion with oxygen ingress";"";"100";"25 – 125";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel-Copper (400)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"severe corrosion with oxygen ingress";"";"100";"175 – 325";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Ni-Cr-Fe Alloy (600/ 690)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Ni-Mo Alloy (Ni-30Mo; B-2)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Silicon Cast Iron (14Si)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"52 – 237";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Silicon Cast Iron (14Si)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"322 – 372";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Steels, Carbon/ Low Alloy";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Steels, Carbon/ Low Alloy";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"325 – 375";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Superferritic Stainless Steel (26-1)";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Tantalum";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Titanium, Unalloyed";"diethanolamine";"bis(2-hydroxyethyl)amine";"111-42-2";"C4H11NO2";"amines";"";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
