sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hypochlorous acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Ni-Mo Alloy (Ni-30Mo; B-2)";"hypochlorous acid";"7790-92-3";"ClHO";"inorganic acids";"";"100";"25 – 125";">50";"211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Niobium (Columbium)";"hypochlorous acid";"7790-92-3";"ClHO";"inorganic acids";"";"5";"77";"<2";"211,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Silver";"hypochlorous acid";"7790-92-3";"ClHO";"inorganic acids";"";"100";"25 – 75";">50";"211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Steels, Carbon/ Low Alloy";"hypochlorous acid";"7790-92-3";"ClHO";"inorganic acids";"";"100";"25 – 75";">50";"211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Superferritic Stainless Steel (26-1)";"hypochlorous acid";"7790-92-3";"ClHO";"inorganic acids";"";"100";"25 – 75";">50";"211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Tantalum";"hypochlorous acid";"7790-92-3";"ClHO";"inorganic acids";"pitting";"100";"25 – 225";"<2";"211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Titanium, Unalloyed";"hypochlorous acid";"7790-92-3";"ClHO";"inorganic acids";"pitting";"100";"25 – 225";"<2";"211,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Zirconium";"hypochlorous acid";"7790-92-3";"ClHO";"inorganic acids";"";"100";"25 – 75";">50";"211,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
