sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Calcium chlorate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Silicon Cast Iron (14Si)";"calcium chlorate";"10137-74-3";"CaCl2O6";"salts";"5 – 15";"52 – 102";">50";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Silicon Cast Iron (14Si)";"calcium chlorate";"10137-74-3";"CaCl2O6";"salts";"25 – 35";"52 – 102";">50";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Silver";"calcium chlorate";"10137-74-3";"CaCl2O6";"salts";"5 – 35";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Steels, Carbon/ Low Alloy";"calcium chlorate";"10137-74-3";"CaCl2O6";"salts";"5 – 35";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Steels, Carbon/ Low Alloy";"calcium chlorate";"10137-74-3";"CaCl2O6";"salts";"65";"25 – 75";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Superferritic Stainless Steel (26-1)";"calcium chlorate";"10137-74-3";"CaCl2O6";"salts";"5 – 35";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Tantalum";"calcium chlorate";"10137-74-3";"CaCl2O6";"salts";"5 – 15";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
