sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Butyl chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (17Cr)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 75";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Nickel (200)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 425";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel-Copper (400)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Ni-Cr-Fe Alloy (600/ 690)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Ni-Mo Alloy (Ni-30Mo; B-2)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 425";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Silicon Cast Iron (14Si)";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"52 – 237";"<20";"32,210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Silver";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Steels, Carbon/ Low Alloy";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Tantalum";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Titanium, Unalloyed";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Zirconium";"butyl chloride";"1-chlorobutane";"109-69-3 [25154-42-1]";"C4H9Cl";"alkyl halides";"";"100";"25 – 75";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
