sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chloropicrin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Nickel (200)";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel-Copper (400)";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Ni-Cr-Fe Alloy (600/ 690)";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Ni-Mo Alloy (Ni-30Mo; B-2)";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Silicon Cast Iron (14Si)";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"52 – 237";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Silver";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Steels, Carbon/ Low Alloy";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 75";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Titanium, Unalloyed";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Zirconium";"chloropicrin";"trichloronitromethane";"1976-06-02";"CCl3NO2";"halogenated aliphatics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
