sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Isobutyl chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (17Cr)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Gold/ Platinum";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Lead";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel (200)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 475";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel Cast Iron (15-35Ni)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel-Copper (400)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Ni-Cr-Fe Alloy (600/ 690)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Ni-Mo Alloy (Ni-30Mo; B-2)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Silicon Cast Iron (14Si)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"52 – 237";"<20";"210,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Silver";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Steels, Carbon/ Low Alloy";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Superferritic Stainless Steel (26-1)";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Tantalum";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Titanium, Unalloyed";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Zirconium";"isobutyl chloride";"1-chloro-2-methylpropane";"513-36-0";"C4H9Cl";"alkyl halides";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
