sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ammonium sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Brass (>15Zn)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 45";"25 – 75";">50";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cast Iron, Gray/ Ductile";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 15";"75 – 125";">50";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cast Iron, Gray/ Ductile";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 35";"25 – 75";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cast Iron, Gray/ Ductile";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"25 – 35";"75 – 125";">50";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cast Iron, Gray/ Ductile";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"75 – 125";">50";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Copper/ Bronze/ Low Brass";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 25";"25 – 75";"20 – 50";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper/ Bronze/ Low Brass";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"35 – 45";"25 – 75";"20 – 50";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Copper/ Bronze/ Low Brass";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"35 – 45";"175 – 225";">50";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cr Stainless Steel (12Cr)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"pitting";"5 – 15";"25 – 75";">50";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cr Stainless Steel (17Cr)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"pitting; intergranular attack";"5 – 15";"175 – 225";">50";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cr Stainless Steel (17Cr)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"15 – 25";"25 – 75";"20 – 50";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Duplex Stainless Steel (25-6-3)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"<50";"0 – 212";"<2";"15,162,215,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Gold/ Platinum";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 50";"25 – 325";"<2";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Lead";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 50";"25 – 225";"<20";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 45";"25 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"175 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 45";"25 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"175 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 45";"25 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"175 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 45";"25 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"175 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 45";"25 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"175 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Nickel (200)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 50";"25 – 225";"<20";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Nickel Cast Iron (15-35Ni)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 45";"25 – 125";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Nickel Cast Iron (15-35Ni)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"75 – 125";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Nickel Cast Iron (15-35Ni)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"175 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Ni-Cr-Fe Alloy (600/ 690)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"pitting";"5 – 50";"25 – 225";"<20";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 45";"25 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"175 – 225";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Silicon Cast Iron (14Si)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 45";"52 – 237";"<2";"15,215,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Silicon Cast Iron (14Si)";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"187 – 237";"<2";"15,215,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Silver";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 50";"25 – 325";"<2";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Steels, Carbon/ Low Alloy";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 35";"25 – 75";"<20";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Steels, Carbon/ Low Alloy";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 35";"75 – 125";">50";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Steels, Carbon/ Low Alloy";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"45 – 50";"275 – 325";">50";"15,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Tantalum";"ammonium sulfate";"7783-20-2";"H8N2O4S";"salts";"";"5 – 50";"25 – 325";"<2";"15,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
