sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Polyethylene (PE)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyethylene (PE)";"aluminum ammonium sulfate";"ammonium alum";"";"7784-25-0";"AlH4NO8S2";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyethylene (PE)";"aluminum chloride";"aluminum trichloride";"";"7446-70-0";"AlCl3";"salts";"1";"recommended";"10";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyethylene (PE)";"aluminum chloride";"aluminum trichloride";"";"7446-70-0";"AlCl3";"salts";"1";"recommended";"70";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"26";"Polyethylene (PE)";"aluminum fluoride";"aluminum trifluoride";"";"7784-18-1";"AlF3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"27";"Polyethylene (PE)";"aluminum hydroxide";"bayerite";"";"21645-51-2";"AlH3O3";"hydroxides";"1";"recommended";"100";"70 – 125";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyethylene (PE)";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"90";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyethylene (PE)";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"30";"Polyethylene (PE)";"ammonia";"";"";"7664-41-7";"H3N";"bases";"3";"not recommended";"100";"70 – 150";"";"liquid, no water";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Polyethylene (PE)";"ammonium acetate";"";"";"631-61-8";"C2H7NO2";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"32";"Polyethylene (PE)";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"33";"Polyethylene (PE)";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"40";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyethylene (PE)";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"70";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"35";"Polyethylene (PE)";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"1";"recommended";"20";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"36";"Polyethylene (PE)";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"1";"recommended; may stress crack";"30";"60 – 70";"[";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"37";"Polyethylene (PE)";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"38";"Polyethylene (PE)";"ammonium nitrate";"";"saturated";"6484-52-2";"H4N2O3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"39";"Polyethylene (PE)";"ammonium phosphate";"";"";"";"";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"40";"Polyethylene (PE)";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";"60";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"41";"Polyethylene (PE)";"ammonium sulfate";"";"saturated";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";"70";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"42";"Polyethylene (PE)";"ammonium sulfate";"";"saturated";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"43";"Polyethylene (PE)";"ammonium sulfide";"";"saturated";"12135-76-1";"H8N2S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"44";"Polyethylene (PE)";"ammonium sulfite";"";"";"";"";"salts";"1";"recommended";"100";"70 – 125";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"45";"Polyethylene (PE)";"ammonium thiocyanate";"ammonium rhodanide";"saturated";"1762-95-4";"CH4N2S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"46";"Polyethylene (PE)";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"2";"questionable";"100";"60 – 70";"<1";"swollen; weight gain; plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"47";"Polyethylene (PE)";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"3";"not recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"48";"Polyethylene (PE)";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended; may stress crack; low plasticizer";"100";"70 – 125";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"49";"Polyethylene (PE)";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"3";"not recommended";"100";"125 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"50";"Polyethylene (PE)";"amyl chloride";"1-chloropentane";"";"543-59-9";"C5H11Cl";"alkyl halides";"2";"questionable";"100";"60 – 70";"";"plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
