sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium tartrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"100";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Brass (>15Zn)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 45";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Brass (>15Zn)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cast Iron, Gray/ Ductile";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 45";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper/ Bronze/ Low Brass";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"75 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Copper/ Bronze/ Low Brass";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 45";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Copper/ Bronze/ Low Brass";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Copper/ Bronze/ Low Brass";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"100";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Copper-Nickel";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Copper-Nickel";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Gold/ Platinum";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"125 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Gold/ Platinum";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Nickel (200)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Nickel (200)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Nickel (200)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"100";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Nickel Cast Iron (15-35Ni)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 45";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Nickel-Copper (400)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Nickel-Copper (400)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Nickel-Copper (400)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"100";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Ni-Cr-Fe Alloy (600/ 690)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Ni-Cr-Fe Alloy (600/ 690)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Ni-Cr-Fe Alloy (600/ 690)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"100";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Ni-Mo Alloy (Ni-30Mo; B-2)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Ni-Mo Alloy (Ni-30Mo; B-2)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Silicon Cast Iron (14Si)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Silicon Cast Iron (14Si)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"25 – 35";"187 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Silicon Cast Iron (14Si)";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"100";"52 – 102";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Silver";"sodium tartrate";"868-18-8";"C4H4Na2O6";"organic acid salts";"5 – 25";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
