sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Phenol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"1 – 70";"140";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";">70";"212 – 250";"20 – 50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"85 – 95";"149 – 212";"<20";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"100";"106 – 212";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"1 – 70";"140";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";">70";"212 – 250";"20 – 50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"85 – 95";"149 – 212";"<20";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"100";"106 – 212";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Brass (>15Zn)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";"75 – 95";"175 – 225";"20 – 50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Brass (>15Zn)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";">75";"149 – 175";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Brass (>15Zn)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";"100";"106 – 225";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Brass (>15Zn)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";"100";"225 – 275";"<20";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Brass (>15Zn)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";"100";"275 – 325";"20 – 50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Cast Iron, Gray/ Ductile";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";">75";"149 – 175";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Cast Iron, Gray/ Ductile";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"100";"106 – 275";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Cast Iron, Gray/ Ductile";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"100";"275 – 375";"20 – 50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Copper/ Bronze/ Low Brass";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";"75 – 95";"175 – 225";"20 – 50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Copper/ Bronze/ Low Brass";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";">75";"149 – 175";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Copper/ Bronze/ Low Brass";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";"100";"106 – 225";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Copper/ Bronze/ Low Brass";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";"100";"225 – 275";"<20";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Copper/ Bronze/ Low Brass";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";"100";"275 – 325";"20 – 50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Copper-Nickel";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"severe corrosion with oxygen ingress";"";"0";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Cr Stainless Steel (12Cr)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"85 – 95";"175 – 225";">50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Cr Stainless Steel (12Cr)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"100";"106 – 475";"<20";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Cr Stainless Steel (17Cr)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"100";"106 – 475";"<20";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Duplex Stainless Steel (25-6-3)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"any";"360";"<2";"74,153,187";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Gold/ Platinum";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";">75";"149 – 375";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Gold/ Platinum";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"100";"106 – 375";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Lead";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"55 – 65";"175 – 225";">50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Lead";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"100";"106 – 125";"20 – 50";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";">75";"149 – 225";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";">85";"225 – 425";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";"100";"106 – 475";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"";">75";"149 – 225";"<2";"74,153,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
