sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hydrochloric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"20";"Chlorinated Polyvinyl Chloride (CPVC)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"10";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Chlorinated Polyvinyl Chloride (CPVC)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"3";"not recommended";"10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Chlorinated Polyvinyl Chloride (CPVC)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"30";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Chlorinated Polyvinyl Chloride (CPVC)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"3";"not recommended";"30";"175 – 195";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Chlorinated Polyvinyl Chloride (CPVC)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"3";"not recommended; weight gain ";"30";"195 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Chlorosulfonated Polyethylene";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"10 – 20";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Chlorosulfonated Polyethylene";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"10 – 30";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Chlorosulfonated Polyethylene";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"2";"questionable";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Chlorosulfonated Polyethylene";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"3";"not recommended";"40";"150 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Epoxy Cements";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"37";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"30";"Epoxy Cements";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"37";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"31";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"10";"50 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"10 – 20";"160 – 185";"";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended; over 3 years";">10";"50 – 160";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Epoxy Resin, Glass Fiber- Reinforced";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"1";"150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"35";"Epoxy Resin, Glass Fiber- Reinforced";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"10 – 20";"80 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"36";"Epoxy Resin, Glass Fiber- Reinforced";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"36.5";"75";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"37";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"<37";"250 – 350";"[>12]";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"38";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended; weight gain, strength loss, steady state reached in one week exposure";"70";"70 – 212";"[";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"39";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended; >12 months";"5 – 12";"250 – 275";"";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"40";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"Teflon FEP";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended; >12 months";"37";"250 – 275";"";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"41";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"40";"70 – 160";"";"immersed, cyclic immersion";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"42";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"40";"175 – 225";"";"immersed, cyclic immersion";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"43";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended; discolored ";"40";"225 – 250";"";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"44";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"100";"70 – 150";"";"immersed, cyclic immersion";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"45";"Fluororubber";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"1";"recommended";"10 – 30";"70 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"46";"Fluororubber";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"3";"not recommended";"10 – 40";"150 – 160";"";"";"1";"";"";"";"";"";"";"";"";"";""
"47";"Fluororubber";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"3";"not recommended; swollen";"10 – 40";"160 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"48";"Fluororubber";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"2";"questionable";">40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"49";"Fluororubber";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"3";"not recommended";">40";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"50";"Furan Laminates";"";"hydrochloric acid";"hydrogen chloride";"";"7647-01-0";"ClH";"inorganic acids";"2";"questionable; flex. str. loss";"10";"70 – 80";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
