sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Morpholine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (17Cr)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Gold/ Platinum";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Lead";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"225 – 275";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"375 – 425";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"225 – 275";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"375 – 425";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"225 – 275";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"375 – 425";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"225 – 275";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"375 – 425";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"225 – 275";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"375 – 425";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel (200)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"severe corrosion with oxygen ingress";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Nickel Cast Iron (15-35Ni)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Nickel-Copper (400)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"severe corrosion with oxygen ingress";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Ni-Cr-Fe Alloy (600/ 690)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Ni-Mo Alloy (Ni-30Mo; B-2)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Ni-Mo Alloy (Ni-30Mo; B-2)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"225 – 275";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Ni-Mo Alloy (Ni-30Mo; B-2)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"375 – 425";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Silicon Cast Iron (14Si)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"52 – 237";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Silver";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Steels, Carbon/ Low Alloy";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Superferritic Stainless Steel (26-1)";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Tantalum";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Titanium, Unalloyed";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Zirconium";"morpholine";"tetrahydro-1,4-oxazine";"110-91-8";"C4H9NO";"heterocyclic organics";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
