sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Dichloroethyl ether";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper-Nickel";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (12Cr)";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (17Cr)";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel (200)";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Nickel Cast Iron (15-35Ni)";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Nickel-Copper (400)";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Cr-Fe Alloy (600/ 690)";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Ni-Mo Alloy (Ni-30Mo; B-2)";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Silicon Cast Iron (14Si)";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"52 – 147";"<2";"210,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Steels, Carbon/ Low Alloy";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Superferritic Stainless Steel (26-1)";"dichloroethyl ether";"bis(2-chloroethyl) ether";"111-44-4";"C4H8Cl2O";"ethers";"";"100";"25 – 125";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
