sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium carbonate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended; over 3 years";">10";"50 – 200";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Epoxy Resin, Glass Fiber- Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10 – 50";"70 – 212";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"21";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"any";"250 – 400";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"22";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"23";"Fluororubber";"";"sodium carbonate";"soda ash";"saturated";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10 – 50";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10 – 50";"70 – 85";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"saturated";"497-19-8";"CNa2O3";"salts";"1";"recommended";"50";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"60 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Glass, Chemical";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"2";"questionable; weight loss";"10 – 40";"70 – 212";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Glass, Chemical";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Glassed Steel";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"2";"questionable";"10";"195 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Glassed Steel";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended; ~60-120°C (140-248°F), 0.5 to 1% recommended";"10 – 20";"50 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Glassed Steel";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"2";"questionable";"10 – 20";"150 – 195";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Nylon";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Nylon";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10 – 50";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Nylon";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"50";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Phenolic Resins, Asbestos-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Phenolic Resins, Asbestos-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"3";"not recommended; Haveg 61 recommended ";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Polychloroprene";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"40";"Polychloroprene";"";"sodium carbonate";"soda ash";"saturated";"497-19-8";"CNa2O3";"salts";"1";"recommended";"40";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Polyesters, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10";"50 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"42";"Polyesters, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"3";"not recommended; 56% strength loss >12 months";"10";"175 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";""
"43";"Polyesters, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10 – 20";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"44";"Polyesters, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"3";"not recommended";">10";"150 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";""
"45";"Polyesters, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"20";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"46";"Polyesters, Glass Fiber-Reinforced";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"47";"Polyethylene (PE)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10 – 20";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"48";"Polyethylene (PE)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";">30";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"49";"Polymethyl Methacrylate (PMMA)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10 – 40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"50";"Polymethyl Methacrylate (PMMA)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
