sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Triethanolamine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"70 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Brass (>15Zn)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"severe corrosion with oxygen ingress";"15 – 25";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Brass (>15Zn)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"severe corrosion with oxygen ingress";"100";"70 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cast Iron, Gray/ Ductile";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 95";"25 – 70";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cast Iron, Gray/ Ductile";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"70 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Copper/ Bronze/ Low Brass";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"severe corrosion with oxygen ingress";"15 – 25";"75 – 125";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper/ Bronze/ Low Brass";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"severe corrosion with oxygen ingress";"15 – 25";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Copper/ Bronze/ Low Brass";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"severe corrosion with oxygen ingress";"100";"70 – 125";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Copper-Nickel";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"severe corrosion with oxygen ingress";"";"0";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cr Stainless Steel (12Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 25";"25 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cr Stainless Steel (12Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"375 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Cr Stainless Steel (12Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"35 – 45";"25 – 375";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Cr Stainless Steel (12Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"55 – 65";"25 – 375";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Cr Stainless Steel (12Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"75 – 85";"25 – 375";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Cr Stainless Steel (12Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"100";"70 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Cr Stainless Steel (17Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 25";"25 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Cr Stainless Steel (17Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"375 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Cr Stainless Steel (17Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"35 – 45";"25 – 375";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Cr Stainless Steel (17Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"55 – 65";"25 – 375";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Cr Stainless Steel (17Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"75 – 85";"25 – 375";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Cr Stainless Steel (17Cr)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"100";"70 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Gold/ Platinum";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 95";"25 – 70";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Gold/ Platinum";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"70 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Lead";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"100";"70 – 75";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 95";"25 – 70";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"70 – 75";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 95";"25 – 70";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"70 – 75";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 95";"25 – 70";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"70 – 75";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 95";"25 – 70";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"70 – 75";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 95";"25 – 70";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"70 – 75";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Nickel (200)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"severe corrosion with oxygen ingress";"100";"70 – 75";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Nickel Cast Iron (15-35Ni)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 95";"25 – 70";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Nickel Cast Iron (15-35Ni)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";">5";"70 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Nickel-Copper (400)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"severe corrosion with oxygen ingress";"";"0";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Ni-Cr-Fe Alloy (600/ 690)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"100";"70 – 125";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Ni-Mo Alloy (Ni-30Mo; B-2)";"triethanolamine";"tris(2-hydroxyethyl)amine";"102-71-6";"C6H15NO3";"amines";"";"5 – 95";"25 – 70";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
