sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium chlorate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"20";"Polyesters, Glass Fiber-Reinforced";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"10 – 50";"50 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polyethylene (PE)";"";"sodium chlorate";"saturated";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"80";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"22";"Polyethylene (PE)";"";"sodium chlorate";"saturated";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"23";"Polymethyl Methacrylate (PMMA)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"25";"Polypropylene (PP)";"";"sodium chlorate";"saturated";"7775-09-09";"ClNaO3";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Polypropylene (PP)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polyvinyl Chloride (PVC)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyvinyl Chloride (PVC)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"2";"questionable";"100";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinylidene Fluoride (PVDF)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"30";"Rubber, Butyl (BR)";"";"sodium chlorate";"saturated";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Rubber, Butyl (BR)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Rubber, Butyl (BR)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"3";"not recommended";"20 – 90";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Natural (NR)";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"3";"not recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Vinyl Ester Resins";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"50";"50 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"35";"Vinyl Ester Resins";"";"sodium chlorate";"";"7775-09-09";"ClNaO3";"salts";"1";"recommended";"100";"235";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
