sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hydrogen sulfide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"20";"Fluororubber";"";"hydrogen sulfide";"saturated";"7783-06-04";"H2S";"gases";"1";"recommended";"10";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Fluororubber";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Glass, Chemical";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";">10";"70 – 475";"";"aqueous solution; gas";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Glass, Chemical";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";">10";"475 – 572";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Nylon";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"2";"questionable";"90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Phenolic Resins, Asbestos-Reinforced";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Phenolic Resins, Asbestos-Reinforced";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polychloroprene";"";"hydrogen sulfide";"saturated";"7783-06-04";"H2S";"gases";"1";"recommended";"10";"90 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polychloroprene";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"3";"not recommended";"10";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Polychloroprene";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"3";"not recommended";"100";"70 – 150";"";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Polyesters, Glass Fiber-Reinforced";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 250";"";"all concentrations";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Polyethylene (PE)";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 100";"";"no water, wet";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyethylene (PE)";"";"hydrogen sulfide";"wet";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"100 – 150";"";"permeable";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"35";"Polymethyl Methacrylate (PMMA)";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"37";"Polypropylene (PP)";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"90";"60 – 70";"<6";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Polypropylene (PP)";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Polypropylene (PP)";"";"hydrogen sulfide";"wet";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Polyvinyl Chloride (PVC)";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Polyvinyl Chloride (PVC)";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 150";"";"no water, wet";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"150";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"43";"Polyvinylidene Fluoride (PVDF)";"Kynar";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 225";">12";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"44";"Rubber, Butyl (BR)";"";"hydrogen sulfide";"saturated";"7783-06-04";"H2S";"gases";"1";"recommended";"10";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Rubber, Natural (NR)";"";"hydrogen sulfide";"saturated";"7783-06-04";"H2S";"gases";"1";"recommended";"10";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Rubber, Natural (NR)";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 150";"";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Vinyl Ester Resins";"";"hydrogen sulfide";"vapors";"7783-06-04";"H2S";"gases";"1";"recommended";"5";"70 – 350";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"48";"Vinyl Ester Resins";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";"100";"70 – 210";"";"all concentrations";"7";"";"";"";"";"";"";"";"";"";"";""
"49";"Wood";"";"hydrogen sulfide";"";"7783-06-04";"H2S";"gases";"1";"recommended";">10";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
