sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Magnesium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cast Iron, Gray/ Ductile";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"15 – 25";"97 – 147";"20 – 50";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cast Iron, Gray/ Ductile";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"25 – 35";"52 – 102";"<20";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cast Iron, Gray/ Ductile";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"35 – 45";"277 – 327";">50";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Copper/ Bronze/ Low Brass";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<20";"no air, oxygen";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Lead";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 15";"52 – 102";">50";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Lead";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"25 – 35";"52 – 102";">50";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"25 – 35";"237 – 282";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"25 – 35";"237 – 282";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"25 – 35";"237 – 282";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"25 – 35";"237 – 282";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"25 – 35";"237 – 282";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel (200)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<2";"no air, oxygen";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Nickel (200)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"35 – 45";"237 – 282";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Nickel Cast Iron (15-35Ni)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<20";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Nickel Cast Iron (15-35Ni)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"35 – 45";"237 – 282";"<20";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Nickel-Copper (400)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"stress cracks";"5 – 35";"52 – 237";"<20";"no air, oxygen";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Nickel-Copper (400)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"35 – 45";"232 – 327";"20 – 50";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Nickel-Copper (400)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"45 – 50";"97 – 147";"<20";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Ni-Cr-Fe Alloy (600/ 690)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 35";"52 – 237";"<2";"no air, oxygen";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Ni-Cr-Fe Alloy (600/ 690)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"25 – 45";"237 – 282";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Ni-Cr-Fe Alloy (600/ 690)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"35 – 45";"97 – 282";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Ni-Cr-Fe Alloy (600/ 690)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"45 – 50";"142 – 192";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Ni-Mo Alloy (Ni-30Mo; B-2)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Ni-Mo Alloy (Ni-30Mo; B-2)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"25 – 35";"237 – 282";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Silicon Cast Iron (14Si)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Silicon Cast Iron (14Si)";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"35 – 45";"237 – 282";"<20";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Silver";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"";"5 – 45";"52 – 237";"<2";"";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Steels, Carbon/ Low Alloy";"magnesium chloride";"magnogene";"7786-30-3";"Cl2Mg";"salts";"stress cracks";"5 – 35";"52 – 102";"<20";">7 pH";"68,115,218,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
