sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Polyesters, Glass Fiber-Reinforced";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"18";"Polyesters, Glass Fiber-Reinforced";"aluminum chloride";"aluminum trichloride";"";"7446-70-0";"AlCl3";"salts";"1";"recommended";"10 – 70";"60 – 100";"";"violently deliquescent";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Polyesters, Glass Fiber-Reinforced";"aluminum fluoride";"aluminum trifluoride";"";"7784-18-1";"AlF3";"salts";"1";"recommended";"100";"60 – 70";"";"+ 10-20 mil Dynel or Orlon veil";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Polyesters, Glass Fiber-Reinforced";"aluminum nitrate";"";"";"";"";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polyesters, Glass Fiber-Reinforced";"aluminum potassium sulfate";"potassium aluminum sulfate";"saturated";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";"10";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polyesters, Glass Fiber-Reinforced";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";"10 – 20";"100 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyesters, Glass Fiber-Reinforced";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";"20";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyesters, Glass Fiber-Reinforced";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";"20 – 90";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyesters, Glass Fiber-Reinforced";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Polyesters, Glass Fiber-Reinforced";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";">10";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polyesters, Glass Fiber-Reinforced";"ammonia";"";"";"7664-41-7";"H3N";"bases";"1";"recommended";"10 – 20";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyesters, Glass Fiber-Reinforced";"ammonia";"";"";"7664-41-7";"H3N";"bases";"1";"recommended";"10 – 30";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyesters, Glass Fiber-Reinforced";"ammonia";"";"liquid";"7664-41-7";"H3N";"bases";"3";"not recommended";"100";"60 – 70";"";"liquid";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polyesters, Glass Fiber-Reinforced";"ammonium acetate";"";"";"631-61-8";"C2H7NO2";"salts";"1";"recommended";"10 – 90";"<64";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Polyesters, Glass Fiber-Reinforced";"ammonium benzoate";"";"";"1863-63-4";"C7H9NO2";"organic acid salts";"1";"recommended";"10 – 80";"70 – 90";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Polyesters, Glass Fiber-Reinforced";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"1";"recommended";"10";"60 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Polyesters, Glass Fiber-Reinforced";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"3";"not recommended";"10";"125 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyesters, Glass Fiber-Reinforced";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"1";"recommended";">10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Polyesters, Glass Fiber-Reinforced";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 70";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Polyesters, Glass Fiber-Reinforced";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"40";"100 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Polyesters, Glass Fiber-Reinforced";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Polyesters, Glass Fiber-Reinforced";"ammonium citrate";"";"";"";"";"organic acid salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Polyesters, Glass Fiber-Reinforced";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"1";"recommended";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Polyesters, Glass Fiber-Reinforced";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"1";"recommended; recommended 50%, >9 months, 21°C (70°F)";"10 – 50";"50 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Polyesters, Glass Fiber-Reinforced";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"2";"questionable";"10 – 60";"80 – 120";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Polyesters, Glass Fiber-Reinforced";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"3";"not recommended";">10";"120 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Polyesters, Glass Fiber-Reinforced";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"2";"questionable";"60";"50 – 120";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Polyesters, Glass Fiber-Reinforced";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"3";"not recommended";">70";"50 – 120";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Polyesters, Glass Fiber-Reinforced";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Polyesters, Glass Fiber-Reinforced";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"1";"recommended";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Polyesters, Glass Fiber-Reinforced";"ammonium phosphate";"";"";"";"";"salts";"1";"recommended";"20";"60 – 70";"";"";"1, 20";"";"";"";"";"";"";"";"";"";"";""
"48";"Polyesters, Glass Fiber-Reinforced";"ammonium phosphate";"";"";"";"";"salts";"2";"questionable";"60";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";"";""
"49";"Polyesters, Glass Fiber-Reinforced";"ammonium phosphate";"";"";"";"";"salts";"1";"recommended";"95";"70 – 185";"";"";"1, 20";"";"";"";"";"";"";"";"";"";"";""
"50";"Polyesters, Glass Fiber-Reinforced";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";"10";"70 – 200";"";"also with 5-20% ferric sulfate";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
