sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ammonium sulfide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Duplex Stainless Steel (25-6-3)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"any";"0 – 212";"<2";"162";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Lead";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"175 – 225";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Lead";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"100";"175 – 225";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Nickel (200)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"severe corrosion with oxygen ingress";"5 – 15";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Nickel-Copper (400)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"severe corrosion with oxygen ingress";"5 – 15";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Ni-Cr-Fe Alloy (600/ 690)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Silver";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Silver";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"100";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Steels, Carbon/ Low Alloy";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Steels, Carbon/ Low Alloy";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Superferritic Stainless Steel (26-1)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Superferritic Stainless Steel (26-1)";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Tantalum";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"5 – 15";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Tantalum";"ammonium sulfide";"12135-76-1";"H8N2S";"salts";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
