sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Concrete";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"13";"Concrete";"ammonium thiocyanate";"ammonium rhodanide";"";"1762-95-4";"CH4N2S";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Concrete";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"60 – 70";"";"brief exposure";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Concrete";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"100";"60 – 70";"";"sealed with sodium silicate";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Concrete";"antimony chloride";"antimony trichloride";"";"10025-91-9";"Cl3Sb";"salts";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Concrete";"ascorbic acid";"";"medicine";"";"";"organic (weak) acids";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Concrete";"barium chloride";"";"";"10361-37-2";"BaCl2";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Concrete";"benzaldehyde";"benzenecarboxaldehyde";"";"100-52-7";"C7H6O";"aldehydes";"1";"recommended";"100";"60 – 70";"";"~7pH; permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Concrete";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";"100";"60 – 70";"";"permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Concrete";"benzenesulfonic acid";"";"";"";"";"surfactants & detergents";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Concrete";"benzyl chloride";"(chloromethyl)benzene";"";"100-44-7";"C7H7Cl";"halogenated aromatics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Concrete";"bromine";"";"wet, vapor";"7726-95-6";"Br2";"";"3";"not recommended";"90";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Concrete";"bromine";"";"";"7726-95-6";"Br2";"";"1";"recommended";"100";"60 – 70";"";"no water, no hydrogen bromide";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Concrete";"butyl acetate";"";"";"123-86-4";"C6H12O2";"esters";"1";"recommended";"100";"60 – 70";"";">7pH; permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Concrete";"butyl alcohol";"1-butanol";"";"71-36-3";"C4H10O";"alcohols";"1";"recommended";"100";"60 – 70";"";"permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Concrete";"butyric acid";"butanoic acid";"";"107-92-6";"C4H8O2";"organic (weak) acids";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Concrete";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"2";"questionable";"10 – 20";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Concrete";"calcium chloride";"hydrophilite";"";"10043-52-4";"CaCl2";"salts";"3";"not recommended";"60 – 70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Concrete";"calcium hydroxide";"";"";"1305-62-0";"CaH2O2";"hydroxides";"1";"recommended";">70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Concrete";"calcium hypochlorite";"";"";"";"";"salts";"1";"recommended";">10";"60 – 70";"";">7pH; high alumina";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Concrete";"calcium sulfate";"";"";"7778-18-9";"CaO4S";"salts";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Concrete";"calcium sulfite";"";"";"";"";"salts";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Concrete";"carbon dioxide";"carbonic anhydride";"";"124-38-9";"CO2";"gases";"1";"recommended";"100";"60 – 70";"";"no water; wet; gas";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Concrete";"carbon disulfide";"carbon bisulfide";"";"75-15-0";"CS2";"solvents";"2";"questionable";"100";"60 – 70";"";"permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Concrete";"carbon monoxide";"carbon oxide";"";"630-08-0";"CO";"gases";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Concrete";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"60 – 70";"";"permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Concrete";"chloric acid";"";"";"";"";"inorganic acids";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Concrete";"chlorine";"";"";"7782-50-5";"Cl2";"";"2";"questionable";">10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Concrete";"chloroacetic acid";"";"";"1979-11-08";"C2H3ClO2";"organic (weak) acids";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Concrete";"chlorobenzene";"phenyl chloride";"";"108-90-7";"C6H5Cl";"halogenated aromatics";"1";"recommended";"100";"60 – 70";"";"permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Concrete";"chloroform";"trichloromethane";"medicine";"67-66-3";"CHCl3";"halogenated aliphatics";"1";"recommended";"100";"70 – 475";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Concrete";"chloroform";"trichloromethane";"medicine";"67-66-3";"CHCl3";"halogenated aliphatics";"1";"recommended";"100";"475 – 752";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Concrete";"chlorohydrin";"";"";"";"";"alcohols";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Concrete";"chloromethylphenol";"";"";"";"";"phenols";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Concrete";"chloronitrobenzene";"";"";"";"";"aromatics";"3";"not recommended";"100";"70 – 212";"";"permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Concrete";"chlorosulfonic acid";"chlorosulfuric acid";"";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Concrete";"chlorotoluene";"";"";"";"";"halogenated aromatics";"3";"not recommended";"100";"60 – 70";"";"permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Concrete";"chlorotoluene sulfonic acid";"";"";"";"";"surfactants & detergents";"3";"not recommended";"10 – 20";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"50";"Concrete";"chromic acid";"";"";"";"";"inorganic acids";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
