sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Isovaleric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"125 – 225";"<20";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper/ Bronze/ Low Brass";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"225 – 375";"20 – 50";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper-Nickel";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"25 – 125";"<2";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper-Nickel";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"125 – 225";"<20";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Gold/ Platinum";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 375";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Lead";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 375";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 375";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 375";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 375";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 375";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel (200)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"25 – 125";"<20";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel (200)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"125 – 225";"20 – 50";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel Cast Iron (15-35Ni)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 275";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel-Copper (400)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"25 – 125";"<20";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel-Copper (400)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"125 – 225";"20 – 50";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Ni-Mo Alloy (Ni-30Mo; B-2)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 375";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Silicon Cast Iron (14Si)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"52 – 372";"<2";"208,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Silver";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Steels, Carbon/ Low Alloy";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 275";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Superferritic Stainless Steel (26-1)";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 275";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Tantalum";"isovaleric acid";"3-methylbutanoic acid";"503-74-2";"C5H10O2";"organic (weak) acids";"";"100";"25 – 325";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
