sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Kerosene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Epoxy Resin, Glass Fiber- Reinforced";"";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"70 – 225";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Polyesters, Glass Fiber-Reinforced";"";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Polyethylene (PE)";"";"kerosene";"petroleum product";"fuels";"2";"questionable";"100";"60 – 70";"";"moderate to high plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Polyethylene (PE)";"";"kerosene";"petroleum product";"fuels";"3";"not recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Polypropylene (PP)";"";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Polypropylene (PP)";"";"kerosene";"petroleum product";"fuels";"2";"questionable";"100";"80 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Polypropylene (PP)";"";"kerosene";"petroleum product";"fuels";"3";"not recommended";"100";"125 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyvinyl Chloride (PVC)";"";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"125";"";"";"6";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Polyvinylidene Fluoride (PVDF)";"Kynar";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Styrene Acrylonitrile Copolymer (SAN)";"";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Vinyl Ester Resins";"";"kerosene";"petroleum product";"fuels";"1";"recommended";"100";"70 – 180";"";"";"7";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
