sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"75 – 85";"25 – 225";"<20";"79,191,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Alloy 30-44-5-3W (G-30)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"stress corrosion cracking";"5 – 65";"25 – 225";"<2";"79,191,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Alloy 30-44-5-3W (G-30)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"25";"244";"<2";"79,191,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Alloy 30-44-5-3W (G-30)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"45 – 55";"275 – 325";">50";"79,191,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Alloy 30-44-5-3W (G-30)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"75 – 85";"25 – 225";"<20";"79,191,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Aluminum Alloy (3003/ 5154)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"5 – 95";"25 – 75";">50";"79,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"stress corrosion cracking";"5 – 45";"25 – 230";"<2";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"25 – 35";"230 – 275";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"45 – 55";"70 – 175";"<20";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"45 – 55";"175 – 225";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"45 – 55";"285 – 325";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"50";"68";"<2";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"50";"284";"20 – 50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"65 – 75";"175 – 275";"20 – 50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"75 – 85";"175 – 225";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"75 – 85";"425 – 475";"20 – 50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"stress corrosion cracking";"5 – 45";"25 – 230";"<2";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"25 – 35";"230 – 275";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"45 – 55";"70 – 175";"<20";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"45 – 55";"175 – 225";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"45 – 55";"285 – 325";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"50";"68";"<2";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"50";"284";"20 – 50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"65 – 75";"175 – 275";"20 – 50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"75 – 85";"175 – 225";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Brass (>15Zn)";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"5 – 55";"25 – 225";">50";"79,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Cast Iron, Gray/ Ductile";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"5 – 15";"25 – 225";"<20";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Cast Iron, Gray/ Ductile";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"15 – 35";"25 – 175";"<20";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Cast Iron, Gray/ Ductile";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"35 – 55";"25 – 75";"<20";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Cast Iron, Gray/ Ductile";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"35 – 55";"75 – 125";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Cast Iron, Gray/ Ductile";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"55 – 65";"25 – 75";">50";"79,212,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Copper/ Bronze/ Low Brass";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"5 – 35";"25 – 175";"<20";"79,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Copper/ Bronze/ Low Brass";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"5 – 35";"175 – 225";"20 – 50";"79,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Copper/ Bronze/ Low Brass";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"35 – 45";"25 – 75";">50";"79,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Copper/ Bronze/ Low Brass";"potassium hydroxide";"1310-58-3";"HKO";"bases";"";"75 – 85";"25 – 425";"20 – 50";"79,212,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
