sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Stearic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Glass Fiber- Reinforced";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"12";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Fluororubber";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Glass, Chemical";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Nylon";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Phenolic Resins, Asbestos-Reinforced";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Phenolic Resins, Asbestos-Reinforced";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polychloroprene";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polyesters, Glass Fiber-Reinforced";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyesters, Glass Fiber-Reinforced";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyethylene (PE)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended; may stress crack";"10";"70 – 150";"";"has been included as stearates in DOC resins, maybe low level plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyethylene (PE)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"3";"not recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"26";"Polymethyl Methacrylate (PMMA)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polypropylene (PP)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyvinyl Chloride (PVC)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinylidene Fluoride (PVDF)";"Kynar";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"30";"Rubber, Butyl (BR)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Rubber, Natural (NR)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Styrene Acrylonitrile Copolymer (SAN)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Styrene Acrylonitrile Copolymer (SAN)";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"2";"questionable";"100";"80 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Vinyl Ester Resins";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"any";"70 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"35";"Wood";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Wood";"";"stearic acid";"octadecanoic acid";"1957-11-04";"C18H36O2";"organic (weak) acids";"2";"questionable";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
