sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Zinc sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Copper/ Bronze/ Low Brass";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"100";"425 – 475";"20 – 50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Copper-Nickel";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"5 – 40";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Cr Stainless Steel (12Cr)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"35 – 40";"175 – 225";">50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Cr Stainless Steel (17Cr)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"35 – 40";"175 – 225";">50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Duplex Stainless Steel (25-6-3)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"20";"221";"<2";"206,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Duplex Stainless Steel (25-6-3)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"40";"230";"<2";"206,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Gold/ Platinum";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"5 – 40";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Lead";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"5 – 40";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"5 – 35";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"35 – 40";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"100";"175 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"5 – 35";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"35 – 40";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"100";"175 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"5 – 35";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"35 – 40";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"100";"175 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"5 – 35";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"35 – 40";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"100";"175 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"5 – 35";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"35 – 40";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"zinc sulfate";"7733-02-0";"O4SZn";"salts";"";"100";"175 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
