sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Rubber, Natural (NR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"20";"Rubber, Natural (NR)";"aluminum chloride";"aluminum trichloride";"saturated";"7446-70-0";"AlCl3";"salts";"1";"recommended";"80";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Rubber, Natural (NR)";"aluminum chloride";"aluminum trichloride";"";"7446-70-0";"AlCl3";"salts";"3";"not recommended";"80";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Rubber, Natural (NR)";"aluminum potassium sulfate";"potassium aluminum sulfate";"saturated";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Rubber, Natural (NR)";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Rubber, Natural (NR)";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Rubber, Natural (NR)";"aluminum sulfate";"alunogenite";"saturated";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";"30";"32 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Rubber, Natural (NR)";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"3";"not recommended";"30";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Rubber, Natural (NR)";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"3";"not recommended";">30";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Rubber, Natural (NR)";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"3";"not recommended";"10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Rubber, Natural (NR)";"ammonia";"";"saturated";"7664-41-7";"H3N";"bases";"1";"recommended";"10";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Rubber, Natural (NR)";"ammonia";"";"";"7664-41-7";"H3N";"bases";"3";"not recommended";"10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Rubber, Natural (NR)";"ammonia";"";"";"7664-41-7";"H3N";"bases";"1";"recommended";"100";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Rubber, Natural (NR)";"ammonium acetate";"";"";"631-61-8";"C2H7NO2";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Natural (NR)";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Rubber, Natural (NR)";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Rubber, Natural (NR)";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"30 – 80";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Rubber, Natural (NR)";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"3";"not recommended";"30 – 80";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Rubber, Natural (NR)";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"1";"recommended";"10 – 20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Rubber, Natural (NR)";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"3";"not recommended";"10 – 20";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Rubber, Natural (NR)";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"3";"not recommended; swollen";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Rubber, Natural (NR)";"ammonium nitrate";"";"saturated";"6484-52-2";"H4N2O3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Rubber, Natural (NR)";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Rubber, Natural (NR)";"ammonium phosphate";"";"";"";"";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Rubber, Natural (NR)";"ammonium sulfate";"";"saturated";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Rubber, Natural (NR)";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Rubber, Natural (NR)";"ammonium sulfide";"";"saturated";"12135-76-1";"H8N2S";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Rubber, Natural (NR)";"ammonium sulfide";"";"";"12135-76-1";"H8N2S";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Rubber, Natural (NR)";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Rubber, Natural (NR)";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"2";"questionable";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Rubber, Natural (NR)";"aniline";"benzenamine";"saturated";"62-53-3";"C6H7N";"amines";"3";"not recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"50";"Rubber, Natural (NR)";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; swollen >12 months";"100";"70 – 195";"";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
