sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Manganese chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cast Iron, Gray/ Ductile";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"15 – 25";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cast Iron, Gray/ Ductile";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"15 – 25";"175 – 225";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper/ Bronze/ Low Brass";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 45";"175 – 225";"20 – 50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"45 – 50";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (12Cr)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"pitting";"15 – 25";"175 – 225";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (12Cr)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"45 – 50";"175 – 225";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cr Stainless Steel (17Cr)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"pitting";"5 – 15";"175 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cr Stainless Steel (17Cr)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"45 – 50";"175 – 225";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Gold/ Platinum";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 25";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Gold/ Platinum";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 50";"175 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Gold/ Platinum";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"35 – 45";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 45";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 45";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 45";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 45";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 45";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel (200)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 15";"125 – 175";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel (200)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 45";"25 – 75";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel (200)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"45 – 50";"175 – 225";"20 – 50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel Cast Iron (15-35Ni)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"35 – 45";"25 – 75";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Nickel Cast Iron (15-35Ni)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"35 – 45";"175 – 225";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Nickel-Copper (400)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 15";"125 – 175";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Nickel-Copper (400)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 45";"25 – 75";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel-Copper (400)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"45 – 50";"175 – 225";"20 – 50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Ni-Cr-Fe Alloy (600/ 690)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 15";"125 – 175";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Ni-Mo Alloy (Ni-30Mo; B-2)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 45";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Silicon Cast Iron (14Si)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 50";"187 – 237";"<20";"210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Silicon Cast Iron (14Si)";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"45 – 50";"52 – 237";"<20";"210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Silver";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 25";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Silver";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 50";"175 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Silver";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"35 – 45";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Steels, Carbon/ Low Alloy";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 25";"175 – 225";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Steels, Carbon/ Low Alloy";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"15 – 25";"25 – 75";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Tantalum";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 25";"25 – 225";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Tantalum";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 50";"175 – 225";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Tantalum";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"35 – 45";"25 – 225";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Titanium, Unalloyed";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 25";"25 – 225";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Titanium, Unalloyed";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 50";"175 – 225";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Titanium, Unalloyed";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"35 – 45";"25 – 225";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Zirconium";"manganese chloride";"sacchite";"7773-01-05";"Cl2Mn";"salts";"";"5 – 25";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
