sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Barium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Polyethylene (PE)";"";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"12";"Polymethyl Methacrylate (PMMA)";"";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"14";"Polypropylene (PP)";"";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"100";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Polyvinyl Chloride (PVC)";"";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"100";"175";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"17";"Polyvinylidene Fluoride (PVDF)";"";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"100";"70 – 275";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Rubber, Butyl (BR)";"";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Rubber, Natural (NR)";"";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Vinyl Ester Resins";"";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"10 – 25";"60 – 150";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
