sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Nylon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"44";"Nylon";"bromine";"";"";"7726-95-6";"Br2";"";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Nylon";"butanediol";"";"";"";"";"alcohols";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Nylon";"butter";"";"";"";"";"foods & beverages";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Nylon";"butyl acetate";"";"";"123-86-4";"C6H12O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Nylon";"butyl alcohol";"1-butanol";"";"71-36-3";"C4H10O";"alcohols";"1";"recommended";"100";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Nylon";"butyric acid";"butanoic acid";"";"107-92-6";"C4H8O2";"organic (weak) acids";"2";"questionable";"20";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"50";"Nylon";"butyric acid";"butanoic acid";"";"107-92-6";"C4H8O2";"organic (weak) acids";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
