sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chloroform";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Aluminum Alloy (3003/ 5154)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"possible hazard";"";"100";"25 – 125";"<2";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Aluminum Alloy (3003/ 5154)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"possible hazard";"";"100";"125 – 175";"<20";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Aluminum Alloy (3003/ 5154)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"possible hazard";"";"100";"175 – 225";">50";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"pitting; stress corrosion cracking";"85 – 95";"25 – 125";">50";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"85 – 95";"175 – 225";"20 – 50";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 225";"<2";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"pitting; stress corrosion cracking";"85 – 95";"25 – 125";"<20";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"85 – 95";"175 – 225";"20 – 50";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 225";"<2";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Brass (>15Zn)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 225";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cast Iron, Gray/ Ductile";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"85 – 95";"25 – 75";">50";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Cast Iron, Gray/ Ductile";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 225";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Copper/ Bronze/ Low Brass";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"85 – 95";"25 – 125";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Copper/ Bronze/ Low Brass";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"85 – 95";"125 – 225";"20 – 50";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Copper/ Bronze/ Low Brass";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 175";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Copper/ Bronze/ Low Brass";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"175 – 225";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Copper-Nickel";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 175";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Cr Stainless Steel (12Cr)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 225";"<20";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Cr Stainless Steel (17Cr)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 225";"<20";"36,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Gold/ Platinum";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"25 – 225";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Lead";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"25 – 225";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"25 – 225";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"25 – 225";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"25 – 225";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"25 – 225";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"25 – 225";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Nickel (200)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">75";"25 – 125";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Nickel (200)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"125 – 225";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Nickel Cast Iron (15-35Ni)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"85 – 95";"25 – 75";">50";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Nickel Cast Iron (15-35Ni)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 225";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Nickel-Copper (400)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">75";"25 – 125";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Nickel-Copper (400)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"125 – 225";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Ni-Cr-Fe Alloy (600/ 690)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"25 – 225";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Ni-Mo Alloy (Ni-30Mo; B-2)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">85";"25 – 225";"<20";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Silicon Cast Iron (14Si)";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"52 – 237";"<20";"36,210,218";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Silver";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";">75";"25 – 125";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Silver";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 225";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Steels, Carbon/ Low Alloy";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"75 – 85";"25 – 75";">50";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Steels, Carbon/ Low Alloy";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"85 – 95";"175 – 225";"20 – 50";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Steels, Carbon/ Low Alloy";"chloroform";"trichloromethane";"67-66-3";"CHCl3";"halogenated aliphatics";"";"";"100";"25 – 225";"<2";"36,210,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
