sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hydrofluoric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"13";"Cellulose Acetate";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; disintegrated ";"50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Cellulose Acetate Butyrate";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; softened, swollen, weight gain, >12 months";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Cellulose Acetate Butyrate";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; disintegrated ";"50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"<20";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"17";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"20";"85";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"18";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"38";"100";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"19";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"40";"85";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"20";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"100";"75";"<6";"5 molar, boiling point";"16";"";"";"";"";"";"";"";"";"";"";""
"21";"Chlorinated Polyvinyl Chloride (CPVC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; weight gain ";"10";"70 – 135";"";"";"1, 2";"";"";"";"";"";"";"";"";"";"";""
"22";"Chlorinated Polyvinyl Chloride (CPVC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; weight gain ";"10";"135 – 150";"";"";"1, 2";"";"";"";"";"";"";"";"";"";"";""
"23";"Chlorinated Polyvinyl Chloride (CPVC)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; weight gain ";"40";"125 – 150";"";"";"1, 2";"";"";"";"";"";"";"";"";"";"";""
"24";"Chlorosulfonated Polyethylene";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"10 – 40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Chlorosulfonated Polyethylene";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"40 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Chlorosulfonated Polyethylene";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Chlorosulfonated Polyethylene";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"100";"60 – 70";"";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Concrete";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; ";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Epoxy Cements";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"5 – 50";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";"";""
"30";"Epoxy Cements";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"5 – 50";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"31";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"any";"0 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Epoxy Resin, Glass Fiber- Reinforced";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"10";"75";"";"";"19";"";"";"";"";"";"";"";"";"";"";""
"33";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"<25";"250";"[>12]";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";"";""
"34";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended; weight gain, strength loss";"60";"60 – 70";"[";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";"";""
"35";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"36";"Fluororubber";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"10 – 30";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Fluororubber";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable; swollen";"40";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Fluororubber";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"2";"questionable";"60";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Fluororubber";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"10 – 20";"70 – 250";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"100";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Glass, Chemical";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; ~1 inch per day attack";"any";"0 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Nylon";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"4";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Nylon";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; disintegrated";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Perfluoroalkoxy Resins";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"60";"60 – 70";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"46";"Phenolic Resins, Asbestos-Reinforced";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended; Haveg 46 recommended 120°C (248°F), 40-70%";"40 – 50";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Phenolic Resins, Asbestos-Reinforced";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"70";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Polychloroprene";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended";"10 – 40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Polychloroprene";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"1";"recommended; swollen ";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"50";"Polychloroprene";"";"hydrofluoric acid";"hydrogen fluoride";"7664-39-3";"FH";"inorganic acids";"3";"not recommended";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
