sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Trichloroacetic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cast Iron, Gray/ Ductile";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper/ Bronze/ Low Brass";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"5 – 60";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper/ Bronze/ Low Brass";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper-Nickel";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"";"0";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (12Cr)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 60";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (12Cr)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cr Stainless Steel (17Cr)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 60";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cr Stainless Steel (17Cr)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Lead";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 60";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Lead";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 50";"25 – 225";"<2";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"50 – 60";"25 – 225";"<20";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 50";"25 – 225";"<2";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"50 – 60";"25 – 225";"<20";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 50";"25 – 225";"<2";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"50 – 60";"25 – 225";"<20";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 50";"25 – 225";"<2";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"50 – 60";"25 – 225";"<20";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 50";"25 – 225";"<2";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"50 – 60";"25 – 225";"<20";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Nickel (200)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"100";"25 – 75";"<20";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Nickel Cast Iron (15-35Ni)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 60";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Nickel Cast Iron (15-35Ni)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel-Copper (400)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"severe corrosion with oxygen ingress";"5 – 60";"25 – 225";"<20";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Ni-Mo Alloy (Ni-30Mo; B-2)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 60";"25 – 225";"<20";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Silicon Cast Iron (14Si)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 60";"52 – 237";"<2";"109,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Silicon Cast Iron (14Si)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"52 – 237";"<2";"109,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Steels, Carbon/ Low Alloy";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"15 – 60";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Steels, Carbon/ Low Alloy";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Superferritic Stainless Steel (26-1)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"5 – 60";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Superferritic Stainless Steel (26-1)";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"25 – 75";">50";"109,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Zirconium";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"15 – 25";"25 – 75";">50";"109,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Zirconium";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"25 – 75";">50";"109,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Zirconium";"trichloroacetic acid";"1976-03-09";"C2HCl3O2";"organic (weak) acids";"";"100";"175 – 225";">50";"109,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
