sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sulfuric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"30 – 40";"175 – 194";">50";"";"104,137,201,207";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"30 – 60";"140 – 158";"20 – 50";"";"104,137,201,207";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";">60";"86 – 122";"20 – 50";"";"104,137,201,207";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Alloy 20-25-6Mo (254SMO/ 6XN)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"80";"140";">50";"";"104,137,201,207";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"5 – 10";"122 – 176";"<2";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"5 – 15";"175 – 212";"<20";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"5 – 15";"212 – 325";">50";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"5 – 75";"100 – 122";"<2";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";">5";"25 – 100";"<2";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"10 – 30";"122 – 175";"<20";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"15 – 85";"175 – 225";">50";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"30 – 95";"122 – 175";"20 – 50";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"75 – 95";"100 – 122";"20 – 50";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"100";"125 – 325";"<20";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"5 – 10";"122 – 176";"<2";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"5 – 15";"175 – 212";"<20";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"5 – 15";"212 – 325";">50";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"5 – 75";"100 – 122";"<2";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";">5";"25 – 100";"<2";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"10 – 30";"122 – 175";"<20";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"15 – 85";"175 – 225";">50";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"30 – 95";"122 – 175";"20 – 50";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"75 – 95";"100 – 122";"20 – 50";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Alloy 30-44-5-3W (G-30)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"100";"125 – 325";"<20";"";"104,137,201,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"5 – 25";"25 – 225";">50";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"25 – 65";"25 – 125";">50";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"65 – 75";"25 – 75";"<20";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"65 – 85";"75 – 125";">50";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"75 – 85";"25 – 75";"20 – 50";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";">75";"125 – 175";">50";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"85 – 95";"75 – 125";"20 – 50";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";">85";"25 – 75";"<2";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"100";"75 – 125";">50";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfuric acid";"oil of vitriol";"";"7664-93-9";"H2O4S";"inorganic acids";"";"100";"175 – 225";">50";"";"104,137,207,219";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
