sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"33";"Polyesters, Glass Fiber-Reinforced";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";">10";"50 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyethylene (PE)";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"10";"60 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"35";"Polyethylene (PE)";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"30";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"36";"Polyethylene (PE)";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"37";"Polymethyl Methacrylate (PMMA)";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"39";"Polypropylene (PP)";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"100";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Polyvinyl Chloride (PVC)";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Polyvinylidene Fluoride (PVDF)";"Kynar";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"42";"Rubber, Butyl (BR)";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Rubber, Butyl (BR)";"";"potassium sulfate";"saturated";"7778-80-5";"K2O4S";"salts";"1";"recommended";"12";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Rubber, Natural (NR)";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Rubber, Natural (NR)";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"3";"not recommended";"10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Vinyl Ester Resins";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";">10";"50 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"47";"Wood";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"10 – 20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Wood";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"3";"not recommended";">10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Wood";"";"potassium sulfate";"";"7778-80-5";"K2O4S";"salts";"1";"recommended";"20";"70 – 150";"";"bisulfate";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
