sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium bisulfite";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Cr Stainless Steel (17Cr)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 45";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Cr Stainless Steel (17Cr)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"35 – 45";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Gold/ Platinum";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 45";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Gold/ Platinum";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Lead";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 45";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 45";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 45";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 45";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 45";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 45";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Nickel (200)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 15";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Nickel (200)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 45";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Nickel (200)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"35 – 45";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Nickel Cast Iron (15-35Ni)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Nickel Cast Iron (15-35Ni)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"15 – 25";"75 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Nickel-Copper (400)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"pitting";"5 – 25";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Nickel-Copper (400)";"sodium bisulfite";"sodium hydrogen sulfite";"7631-90-5";"HNaO3S";"salts";"";"25 – 45";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
