sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Formic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Alloy 30-44-5-3W (G-30)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"5 – 45";"25 – 175";"<2";"";"54,139,175,209,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Alloy 30-44-5-3W (G-30)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"5 – 45";"175 – 225";"<20";"";"54,139,175,209,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Alloy 30-44-5-3W (G-30)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"50";"0 – 212";"<2";"";"54,139,175,209,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Alloy 30-44-5-3W (G-30)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"55 – 65";"25 – 175";"<2";"";"54,139,175,209,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Alloy 30-44-5-3W (G-30)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"55 – 65";"175 – 225";"<20";"";"54,139,175,209,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Alloy 30-44-5-3W (G-30)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"65 – 90";"212 – 225";"20 – 50";"";"54,139,175,209,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Alloy 30-44-5-3W (G-30)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"85 – 95";"25 – 175";"<2";"";"54,139,175,209,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Alloy 30-44-5-3W (G-30)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"85 – 95";"175 – 225";"<20";"";"54,139,175,209,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Alloy 30-44-5-3W (G-30)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"100";"47 – 214";"<2";"";"54,139,175,209,219";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Aluminum Alloy (3003/ 5154)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"5 – 75";"75 – 125";"20 – 50";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Aluminum Alloy (3003/ 5154)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"5 – 85";"25 – 75";"<20";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Aluminum Alloy (3003/ 5154)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"5 – 95";"175 – 225";">50";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Aluminum Alloy (3003/ 5154)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"75 – 85";"75 – 125";">50";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Aluminum Alloy (3003/ 5154)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"85 – 95";"25 – 75";"<2";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Aluminum Alloy (3003/ 5154)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"85 – 95";"75 – 125";"20 – 50";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Aluminum Alloy (3003/ 5154)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"100";"47 – 75";"<2";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Aluminum Alloy (3003/ 5154)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"100";"75 – 125";"<20";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Aluminum Alloy (3003/ 5154)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"100";"175 – 225";"<20";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"5 – 25";"175 – 225";">50";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"formic acid";"methanoic acid";"64-18-6";"CH2O2";"organic (weak) acids";"";"5 – 95";"25 – 75";"<2";"";"54,139,209,219,220";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
