sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Aluminum fluoride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"13";"Polymethyl Methacrylate (PMMA)";"";"aluminum fluoride";"aluminum trifluoride";"7784-18-1";"AlF3";"salts";"1";"recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Polymethyl Methacrylate (PMMA)";"";"aluminum fluoride";"aluminum trifluoride";"7784-18-1";"AlF3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Polypropylene (PP)";"";"aluminum fluoride";"aluminum trifluoride";"7784-18-1";"AlF3";"salts";"1";"recommended";"10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Polyvinyl Chloride (PVC)";"";"aluminum fluoride";"aluminum trifluoride";"7784-18-1";"AlF3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"aluminum fluoride";"aluminum trifluoride";"7784-18-1";"AlF3";"salts";"1";"recommended";"100";"150";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"18";"Polyvinylidene Fluoride (PVDF)";"Kynar";"aluminum fluoride";"aluminum trifluoride";"7784-18-1";"AlF3";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"19";"Vinyl Ester Resins";"";"aluminum fluoride";"aluminum trifluoride";"7784-18-1";"AlF3";"salts";"1";"recommended";"100";"60 – 70";"";"+ 10-20 mil synthetic veil";"7";"";"";"";"";"";"";"";"";"";"";""
"20";"Wood";"";"aluminum fluoride";"aluminum trifluoride";"7784-18-1";"AlF3";"salts";"1";"recommended";"10";"70 – 150";"";"pine, cypress";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
