sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Stannous chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cast Iron, Gray/ Ductile";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 45";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cast Iron, Gray/ Ductile";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"100";"25 – 425";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper/ Bronze/ Low Brass";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 15";"25 – 75";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"15 – 45";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (12Cr)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 45";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (17Cr)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 45";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Gold/ Platinum";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 45";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Gold/ Platinum";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Lead";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 50";"25 – 75";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel (200)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 15";"25 – 75";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel (200)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"100";"25 – 475";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel Cast Iron (15-35Ni)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 45";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel Cast Iron (15-35Ni)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"100";"25 – 425";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel-Copper (400)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 15";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel-Copper (400)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"100";"25 – 475";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Ni-Cr-Fe Alloy (600/ 690)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 15";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Ni-Cr-Fe Alloy (600/ 690)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"100";"25 – 475";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Ni-Mo Alloy (Ni-30Mo; B-2)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 50";"25 – 225";"20 – 50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Ni-Mo Alloy (Ni-30Mo; B-2)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"100";"25 – 475";"20 – 50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Silicon Cast Iron (14Si)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 45";"52 – 100";"<2";"210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Silicon Cast Iron (14Si)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 45";"100 – 237";"<20";"210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Silicon Cast Iron (14Si)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"45 – 50";"187 – 237";"<20";"210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silicon Cast Iron (14Si)";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"100";"52 – 237";"<20";"210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Steels, Carbon/ Low Alloy";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 45";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Steels, Carbon/ Low Alloy";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"100";"25 – 475";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Tantalum";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 50";"25 – 225";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Titanium, Unalloyed";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5";"221";"<2";"199,210";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Zirconium";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"5 – 45";"25 – 225";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Zirconium";"stannous chloride";"tin chloride";"7772-99-8";"Cl2Sn";"salts";"";"45 – 50";"25 – 225";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
