sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Mercuric chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cast Iron, Gray/ Ductile";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper/ Bronze/ Low Brass";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper-Nickel";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (12Cr)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (17Cr)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"pitting; stress corrosion cracking";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Gold/ Platinum";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 225";"<2";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Lead";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 175";"<20";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 175";"<20";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 175";"<20";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 175";"<20";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 175";"<20";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel (200)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 125";"20 – 50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel Cast Iron (15-35Ni)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel-Copper (400)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Ni-Cr-Fe Alloy (600/ 690)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Ni-Mo Alloy (Ni-30Mo; B-2)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";"<20";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Niobium (Columbium)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"<10";"0 – 212";"<2";"124,210,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Silicon Cast Iron (14Si)";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"52 – 237";"<2";"124,210,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Silver";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Steels, Carbon/ Low Alloy";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 75";">50";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Tantalum";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 225";"<2";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Titanium, Unalloyed";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"1";"68";"<2";"124,184,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Titanium, Unalloyed";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"1";"212";"<2";"124,184,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Titanium, Unalloyed";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 225";"<2";"124,184,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Titanium, Unalloyed";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"10";"275";"<2";"124,184,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Zirconium";"mercuric chloride";"mercury chloride";"7487-94-7";"Cl2Hg";"salts";"";"5 – 10";"25 – 225";"<2";"124,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
